CodIPVA,FABRICANTE,CATEGORIA,MODELO/VERSÃO
0211704DC,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SP. 4X4 GLS
0211704DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SP. 4X4 GLS
0211704ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SP. 4X4 GLS
0211705DC,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLS
0211705DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLS
0211705ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLS
0211706DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLX
0211706ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLX
0211707DC,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLS-B
0211707DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLS-B
0211707OC,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLS-B
0211707ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLS-B
0211708ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLZ
0211709DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLX-B
0211709ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLX-B
0211710ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO EVOLUTION
0211711OC,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SPORT
0211711ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SPORT
0211712ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO IO
0211713DC,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SPORT 4X4
0211713DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SPORT 4X4
0211713ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SPORT 4X4
0211714DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SPORT SE
0211714ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SPORT SE
0211715DC,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SP. 4X4 SE
0211715DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SP. 4X4 SE
0211715ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SP. 4X4 SE
0211717ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO IO SE
0211718DC,MITSUBISHI,CAMINHONETES/PICAPES,"I/MMC L200 GLX 4WD, MITSUBISHI-DEMAIS MODELOS-CABINE"
0211724ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC AIRTREK
0211725DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SP4X4 HPE D
0211726ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO SP4X4 HPE G
0211728DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO HPE 3.8 G
0211728ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO HPE 3.8 G
0211729ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLS 3.8 G
0211730DC,MITSUBISHI,CAMINHONETES/PICAPES,I/MMC L200 SPORT 4X4
0211731DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO HPE 3.2 D
0211733OC,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC AIRTREK MIVEC
0211733ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC AIRTREK MIVEC
0211737DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/PAJERO SPORT HPE
0211737ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/PAJERO SPORT HPE
0211741DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO GLS 3.2 D
0211743ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC OUTLANDER 3.0 V6
0211745OC,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC OUTLANDER 2.4 4WD
0211745ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC OUTLANDER 2.4 4WD
0211754DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC PAJERO DAKAR
0211760DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC PAJERO SPORT HPE
0211762ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC ASX 2.0
0211763ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC ASX 2.0 4WD
0211764DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC RVR
0211766ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC OUTLANDER 2.0
0211767DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/PAJERO DAKAR FLEX
0211767ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/PAJERO DAKAR FLEX
0211768DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/PAJERO DAKAR D
0211774DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MITSUBISHI-DEMAIS MODELOS
0211775ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/ASX 2.0 CVT
0211776ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/ASX 2.0 MT
0211777ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/ASX 2.0 AWD MT
0211778ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/ASX 2.0 AWD CVT
0211779ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC OUTLANDER 3.0 GT
0211781DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,I/MMC OUTLANDER 2.2 D
0211782DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/PAJERO DAKAR HPE D
0211786ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/ASX 2.0 MT FLEX
0211787ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/ASX 2.0 AWD CVT FLEX
0211789ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/ASX 2.0 CVT FLEX
0211791ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/ASX 2.0 AWD CVT AR
0211795ON,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/PAJERO 4X4 FLEX
0211796DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/PAJERO 4X4 D
0211797DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/PAJERO 4X4 HPE D
0211798DN,MITSUBISHI,AUTOMÓVEIS/UTILITÁRIOS,MMC/PAJERO 4X4 HD D
0211799DC,MITSUBISHI,CAMINHONETES/PICAPES,IMP/MMC
0211799DN,MITSUBISHI,CAMINHONETES/PICAPES,IMP/MMC
0211799OC,MITSUBISHI,CAMINHONETES/PICAPES,IMP/MMC
0211799ON,MITSUBISHI,CAMINHONETES/PICAPES,IMP/MMC
0211801OC,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET LUMINA APV
0211801ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET LUMINA APV
0211802DN,CHEVROLET,CAMINHONETES/PICAPES,I/CHEVROLET TRAFIC
0211802ON,CHEVROLET,CAMINHONETES/PICAPES,I/CHEVROLET TRAFIC
0211803DN,CHEVROLET,CAMINHONETES/PICAPES,IMP/CHEVROLET S10
0211803ON,CHEVROLET,CAMINHONETES/PICAPES,IMP/CHEVROLET S10
0211804DC,CHEVROLET,CAMINHONETES/PICAPES,IMP/CHEVROLET C1500
0211804DN,CHEVROLET,CAMINHONETES/PICAPES,IMP/CHEVROLET C1500
0211804OC,CHEVROLET,CAMINHONETES/PICAPES,IMP/CHEVROLET C1500
0211804ON,CHEVROLET,CAMINHONETES/PICAPES,IMP/CHEVROLET C1500
0211806DN,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET SUBURBAN
0211806ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET SUBURBAN
0211815OC,CHEVROLET,CAMINHONETES/PICAPES,I/CHEVROLET SILVERADO
0211816ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET SUBURBAN LT
0211819ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET HHR 2LT
0211823ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET TAHOE SU 4X4
0211824OC,CHEVROLET,CAMINHONETES/PICAPES,I/CHEVROLET CHEYENNE LT
0211839ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV EQUINOX PREMIER
0211840ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV EQUINOX LT
0211843ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV EQUINOX 15T LT
0211844ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV EQUINOX MIDNIGHT
0211845ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV EQUINOX 15T PRE
0211846ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEV EQUINOX 15T RS
0211847ON,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,I/CHEVROLET SUBURBAN H C
0211899DC,CHEVROLET,CAMINHONETES/PICAPES,IMP/CHEVROLET
0211899DN,CHEVROLET,CAMINHONETES/PICAPES,IMP/CHEVROLET
0211899OC,CHEVROLET,CAMINHONETES/PICAPES,IMP/CHEVROLET
0211899ON,CHEVROLET,CAMINHONETES/PICAPES,IMP/CHEVROLET
0212401DC,FORD,CAMINHONETES/PICAPES,FORD/F 1000A CIOATO
0212401OC,FORD,CAMINHONETES/PICAPES,FORD/F 1000A CIOATO
0212402DC,FORD,CAMINHONETES/PICAPES,FORD/F 1000CIDATO MEXICO
0212402DN,FORD,CAMINHONETES/PICAPES,FORD/F 1000CIDATO MEXICO
0212404DN,FORD,CAMINHONETES/PICAPES,FORD/F250 CIOATO STEEL
0212505DN,CHEVROLET,AUTOMÓVEIS/UTILITÁRIOS,GM/SILVERADO CIOATOSTEEL
0212506DC,AGRALE,CAMINHONETES/PICAPES,AGRALE/MARRUA CIOATO 100
0212507DC,AGRALE,CAMINHONETES/PICAPES,AGRALE/MARRUA CIOATO 150
0213002DC,FORD,CAMINHONETES/PICAPES,FORD/F1000 ARB MIRAGE
0213002DN,FORD,CAMINHONETES/PICAPES,FORD/F1000 ARB MIRAGE
0213008DC,FORD,CAMINHONETES/PICAPES,FORD/F1000 ARB GALAXIA
0213011DC,FORD,CAMINHONETES/PICAPES,FORD/ARB F250 GALAX
0213011DN,FORD,CAMINHONETES/PICAPES,FORD/ARB F250 GALAX
0213104DC,CHEVROLET,CAMINHONETES/PICAPES,GM/D 20 ARB GALAXIA
0213104DN,CHEVROLET,CAMINHONETES/PICAPES,GM/D 20 ARB GALAXIA
0213106DC,CHEVROLET,CAMINHONETES/PICAPES,GM/ARB STYLLEN
0213106OC,CHEVROLET,CAMINHONETES/PICAPES,GM/ARB STYLLEN
0213107DC,CHEVROLET,CAMINHONETES/PICAPES,GM/SILVERADO ARB GALAXIA
0213500ON,LAND ROVER,AUTOMÓVEIS/UTILITÁRIOS,I/LR EVOQUE 2.0L SI4
0213501DN,LAND ROVER,AUTOMÓVEIS/UTILITÁRIOS,I/LR EVOQUE PRESTIGE P22
0213505DN,LAND ROVER,AUTOMÓVEIS/UTILITÁRIOS,I/LR EVOQUE SE SD4
0213508ON,LAND ROVER,AUTOMÓVEIS/UTILITÁRIOS,I/LR EVOQUE SE DYNAMIC
0213509ON,LAND ROVER,AUTOMÓVEIS/UTILITÁRIOS,I/LR EVOQUE HSE DYNAMIC
0213510DN,LAND ROVER,AUTOMÓVEIS/UTILITÁRIOS,I/LR EVOQUE SE
0213510ON,LAND ROVER,AUTOMÓVEIS/UTILITÁRIOS,I/LR EVOQUE SE
0213511DN,LAND ROVER,AUTOMÓVEIS/UTILITÁRIOS,I/LR EVOQUE HSE SD4
0213600ON,LIFAN,AUTOMÓVEIS/UTILITÁRIOS,I/LIFAN X60 1.8L VVT
0213602ON,LIFAN,AUTOMÓVEIS/UTILITÁRIOS,I/LIFAN X60 SR
0213603OC,LIFAN,CAMINHONETES/PICAPES,I/LIFAN FOISON PU 1.3L
0213603ON,LIFAN,CAMINHONETES/PICAPES,I/LIFAN FOISON PU 1.3L
0213605ON,LIFAN,AUTOMÓVEIS/UTILITÁRIOS,I/LIFAN X60 1.8L TALENT
0213607ON,LIFAN,AUTOMÓVEIS/UTILITÁRIOS,I/LIFAN X60 1.8L VIP
0213611ON,LIFAN,AUTOMÓVEIS/UTILITÁRIOS,I/LIFAN X60 CVT VIP
0213616ON,LIFAN,AUTOMÓVEIS/UTILITÁRIOS,I/LIFAN X80 IT VIP
0213700OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM AT
0213700ON,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM AT
0213701DC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO VOLCANO AT D4
0213701DN,FIAT,CAMINHONETES/PICAPES,FIAT/TORO VOLCANO AT D4
0213701ON,FIAT,CAMINHONETES/PICAPES,FIAT/TORO VOLCANO AT D4
0213702DC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM MT D
0213703DC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM MT D4
0213703DN,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM MT D4
0213704OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM AT9
0213705OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM AT P
0213706OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM AT T
0213707OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO BLACKJACK
0213708DC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM AT9 D
0213708DN,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM AT9 D
0213709OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO VOLCANO 2.4 AT
0213710OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO ENDURANCE
0213711OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO ENDURANCE AT
0213714DC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO RANCH AT D4
0213715DC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO ENDURANCE ATD4
0213716DC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM AT9 D4
0213717DC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO VOLCANO AT9 D4
0213718DC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO RANCH AT9 D4
0213719OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO ENDURANCE MT5
0213719ON,FIAT,CAMINHONETES/PICAPES,FIAT/TORO ENDURANCE MT5
0213720OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO ENDURANCE AT6
0213720ON,FIAT,CAMINHONETES/PICAPES,FIAT/TORO ENDURANCE AT6
0213721OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO FREEDOM AT6
0213722OC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO VOLCANO 2.4AT9
0213723DC,FIAT,CAMINHONETES/PICAPES,FIAT/TORO ULTRA AT9 D4
0213801DC,CHEVROLET,CAMINHONETES/PICAPES,GM/DEMEC CADDY
0214301DC,FORD,CAMINHONETES/PICAPES,FORD/BRAZCAR NELORE
0214301DN,FORD,CAMINHONETES/PICAPES,FORD/BRAZCAR NELORE
0214401DC,CHEVROLET,CAMINHONETES/PICAPES,GM/BRAZCAR NELORE
0214401DN,CHEVROLET,CAMINHONETES/PICAPES,GM/BRAZCAR NELORE
0214501DC,CHEVROLET,CAMINHONETES/PICAPES,GM/D 20 DUPLARTE GLS
0214901DC,FORD,CAMINHONETES/PICAPES,FORD/SR PAMPA XP
0214901OC,FORD,CAMINHONETES/PICAPES,FORD/SR PAMPA XP
0214901ON,FORD,CAMINHONETES/PICAPES,FORD/SR PAMPA XP
0215299DN,VOLKSWAGEN,CAMINHONETES/PICAPES,VOLKSWAGEN
0215299OC,VOLKSWAGEN,CAMINHONETES/PICAPES,VOLKSWAGEN
0215299ON,VOLKSWAGEN,CAMINHONETES/PICAPES,VOLKSWAGEN
0215300DN,LAND ROVER,AUTOMÓVEIS/UTILITÁRIOS,I/LR DISCOVERY 4 S 5L
0215324ON,CHRYSLER,AUTOMÓVEIS/UTILITÁRIOS,I/CHRYSLER PACIFICA HYBR
0215503DC,FORD,CAMINHONETES/PICAPES,FORD/F1000D WALLAS VEGAS
0215503DN,FORD,CAMINHONETES/PICAPES,FORD/F1000D WALLAS VEGAS
0215600ON,FIAT,CAMINHONETES/PICAPES,FIAT/CAMINHONETE
0215606DN,JEEP,AUTOMÓVEIS/UTILITÁRIOS,JEEP/UTILITARIO
0215606ON,JEEP,AUTOMÓVEIS/UTILITÁRIOS,JEEP/UTILITARIO
0215700ON,CHRYSLER,AUTOMÓVEIS/UTILITÁRIOS,I/CHRYSLER GCARAVAN LTD
0215701ON,CHRYSLER,AUTOMÓVEIS/UTILITÁRIOS,I/CHRYSLER GCARAVAN SE
0215702ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE GCARAVAN SPORT
0215704ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE GCARAVAN ES
0215708ON,CHRYSLER,AUTOMÓVEIS/UTILITÁRIOS,I/CHRYSLER CARAVAN LX
0215709ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE GRAND CARAVAN
0215712ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE G.CARAVAN SXT
0215713DN,CHRYSLER,AUTOMÓVEIS/UTILITÁRIOS,I/CHRYSLER ASPEN SIGNATU
0215724ON,CHRYSLER,AUTOMÓVEIS/UTILITÁRIOS,I/CHRYSLER PACIFICA HYLT
0215728ON,CHRYSLER,AUTOMÓVEIS/UTILITÁRIOS,I/CHRYSLER PACIFICA HB T
0216000DN,CHRYSLER,CAMINHONETES/PICAPES,I/CHRYSLER MRE CGPI
0216001DN,DODGE,CAMINHONETES/PICAPES,I/DODGE RAM
0216001OC,DODGE,CAMINHONETES/PICAPES,I/DODGE RAM
0216001ON,DODGE,CAMINHONETES/PICAPES,I/DODGE RAM
0216002DN,DODGE,CAMINHONETES/PICAPES,I/DODGE RAM 1500
0216002OC,DODGE,CAMINHONETES/PICAPES,I/DODGE RAM 1500
0216002ON,DODGE,CAMINHONETES/PICAPES,I/DODGE RAM 1500
0216004OC,DODGE,CAMINHONETES/PICAPES,I/DODGE DAKOTA
0216004ON,DODGE,CAMINHONETES/PICAPES,I/DODGE DAKOTA
0216008ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE DURANGO LIMITED
0216010ON,DODGE,CAMINHONETES/PICAPES,I/DODGE RAM SRT 10
0216011ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE NITRO RT
0216013DN,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE RAM TRV TROPVAN
0216017ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE JOURNEY SXT
0216019ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE JOURNEY R/T
0216023ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE JOURNEY SE 2.7
0216032ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE DURANGO CREW
0216033ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE DURANGO CITADEL
0216039ON,DODGE,CAMINHONETES/PICAPES,I/DODGE RAM 1500 EXPRESS
0216043ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE JOURNEY RT AWD
0216045ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE JOURNEY CROSSRD
0216051ON,DODGE,AUTOMÓVEIS/UTILITÁRIOS,I/DODGE DURANGO GT
0216054OC,RAM,CAMINHONETES/PICAPES,I/RAM 1500 REBEL HEMI
0216099DN,DODGE,CAMINHONETES/PICAPES,IMP/DODGE
0216099OC,DODGE,CAMINHONETES/PICAPES,IMP/DODGE
0216099ON,DODGE,CAMINHONETES/PICAPES,IMP/DODGE
0216303ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC ESCALADE
0216310OC,CHEVROLET,CAMINHONETES/PICAPES,I/GM JIMMY
0216311ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC SRX
0216314DN,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC ESCALADE ESV
0216314ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC ESCALADE ESV
0216322ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC SRX FWD
0216326ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC SRX AWD
0216327ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC SRX PREMIUM
0216328ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC SRX PREMI AWD
0216331ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC ESCALADE PLAT
0216332ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC ESCALADE PREM
0216333ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC ESCAL ESVPREM
0216337ON,CADILLAC,AUTOMÓVEIS/UTILITÁRIOS,I/CADILLAC ESCALADE LUXU
0216399DC,CHEVROLET,CAMINHONETES/PICAPES,IMP/GMC
0216399DN,CHEVROLET,CAMINHONETES/PICAPES,IMP/GMC
0216399OC,CHEVROLET,CAMINHONETES/PICAPES,IMP/GMC
0216399ON,CHEVROLET,CAMINHONETES/PICAPES,IMP/GMC
0216401DC,MAZDA,CAMINHONETES/PICAPES,IMP/MAZDA B2200 PB
0216401DN,MAZDA,CAMINHONETES/PICAPES,IMP/MAZDA B2200 PB
0216401ON,MAZDA,CAMINHONETES/PICAPES,IMP/MAZDA B2200 PB
0216402DN,MAZDA,CAMINHONETES/PICAPES,IMP/MAZDA B2500 SGL CAB
0216403DC,MAZDA,CAMINHONETES/PICAPES,I/MAZDA B2500 DX C CAB
0216403DN,MAZDA,CAMINHONETES/PICAPES,I/MAZDA B2500 DX C CAB
0216403OC,MAZDA,CAMINHONETES/PICAPES,I/MAZDA B2500 DX C CAB
0216404DN,MAZDA,CAMINHONETES/PICAPES,I/MAZDA B2500 DX S CAB
0216499OC,MAZDA,CAMINHONETES/PICAPES,IMP/MAZDA
0216499ON,MAZDA,CAMINHONETES/PICAPES,"IMP/MAZDA, MAZDA-DEMAIS MODELOS"
0216602DN,MERCEDES-BENZ,AUTOMÓVEIS/UTILITÁRIOS,I/M.BENZ 314CDISTREET F
0217199DN,PEUGEOT,CAMINHONETES/PICAPES,IMP/PEUGEOT
0217501DN,KIA,CAMINHONETES/PICAPES,IMP/KIA BESTA AB
0217503DN,KIA,CAMINHONETES/PICAPES,IMP/KIA BESTA 3V
0217504DN,KIA,CAMINHONETES/PICAPES,IMP/KIA CERES
0217505DN,KIA,CAMINHONETES/PICAPES,IMP/KIA BESTA
0217506DN,KIA,CAMINHONETES/PICAPES,IMP/KIA BESTA 3V RS
0217508DC,KIA,CAMINHONETES/PICAPES,I/KIA K2700 STD
0217508DN,KIA,CAMINHONETES/PICAPES,I/KIA K2700 STD
0217509DN,KIA,CAMINHONETES/PICAPES,"I/KIA BESTA 3V GRAND, KIA-DEMAIS MODELOS"
0217510DC,KIA,CAMINHONETES/PICAPES,I/KIA K2700 DLX UB
0217510DN,KIA,CAMINHONETES/PICAPES,I/KIA K2700 DLX UB
0217511DN,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA CARNIVAL GS TDI 7P
0217513DN,KIA,CAMINHONETES/PICAPES,I/KIA BESTA G RONTAN AMB
0217514DC,KIA,CAMINHONETES/PICAPES,I/KIA K2700 II 4X4 LB DC
0217514DN,KIA,CAMINHONETES/PICAPES,I/KIA K2700 II 4X4 LB DC
0217515DN,KIA,CAMINHONETES/PICAPES,I/KIA K2700 II 4X4 LB
0217516DN,KIA,CAMINHONETES/PICAPES,I/KIA K2400
0217517ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SORENTO EX 3.5L V6
0217519DN,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SORENTO EX 2.5 CR3
0217520DN,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SORENTO LX 2.5 CR3
0217523DN,KIA,CAMINHONETES/PICAPES,I/KIA K2700 II LD UB
0217524DN,KIA,CAMINHONETES/PICAPES,I/KIA K2500 LD
0217527ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA G CARNIVAL EX 3.8
0217528ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SORENTO EX 3.8L V6
0217529DN,KIA,CAMINHONETES/PICAPES,I/KIA K2500 HD
0217530ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA CARENS EX 2.0L
0217531DN,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SORENTO EX 2.5 VGT
0217538ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SOUL EX 1.6L
0217539ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA CARENS EX2 2.0L
0217542ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SORENTO EX2 2.4G17
0217544ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SORENTO EX2 2.4G25
0217547ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SORENTO EX2 2.4G27
0217551ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SORENTO EX2 3.5G17
0217556ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SORENTO EX2 3.5G27
0217558ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SOUL EX 1.6 FF AT
0217560ON,KIA,AUTOMÓVEIS/UTILITÁRIOS,I/KIA SOUL EX 1.6 FF MT
0217563DN,KIA,CAMINHONETES/PICAPES,I/KIA UK2500 HD SC
